GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,PTS_home,PTS_away
22200202,1610612748,1610612756,113.0,112.0
22200203,1610612745,1610612746,106.0,122.0
22200204,1610612749,1610612737,106.0,121.0
22200205,1610612744,1610612759,132.0,95.0
22200192,1610612752,1610612760,135.0,145.0
22200193,1610612739,1610612750,124.0,129.0
22200194,1610612764,1610612763,102.0,92.0
22200195,1610612755,1610612762,105.0,98.0
22200196,1610612741,1610612743,103.0,126.0
22200197,1610612758,1610612744,122.0,115.0
22200198,1610612747,1610612751,116.0,103.0
22200184,1610612746,1610612751,95.0,110.0
22200185,1610612764,1610612762,121.0,112.0
22200186,1610612765,1610612738,108.0,117.0
22200187,1610612754,1610612761,118.0,104.0
22200188,1610612755,1610612737,121.0,109.0
22200189,1610612748,1610612766,132.0,115.0
22200190,1610612742,1610612757,117.0,112.0
22200191,1610612740,1610612745,119.0,106.0
22200176,1610612738,1610612743,131.0,112.0
22200177,1610612753,1610612756,114.0,97.0
22200178,1610612752,1610612765,121.0,112.0
22200179,1610612760,1610612761,132.0,113.0
22200180,1610612759,1610612749,111.0,93.0
22200181,1610612763,1610612750,114.0,103.0
22200182,1610612744,1610612739,106.0,101.0
22200183,1610612747,1610612758,114.0,120.0
22200172,1610612764,1610612742,113.0,105.0
22200173,1610612737,1610612755,104.0,95.0
22200174,1610612748,1610612766,117.0,112.0
22200175,1610612740,1610612757,95.0,106.0
22200161,1610612753,1610612742,94.0,87.0
22200159,1610612766,1610612757,95.0,105.0
22200160,1610612754,1610612743,119.0,122.0
22200162,1610612737,1610612762,119.0,125.0
22200163,1610612738,1610612765,128.0,112.0
22200164,1610612751,1610612752,112.0,85.0
22200165,1610612761,1610612745,116.0,109.0
22200166,1610612741,1610612740,111.0,115.0
22200167,1610612750,1610612756,117.0,129.0
22200168,1610612760,1610612749,132.0,136.0
22200169,1610612759,1610612763,122.0,124.0
22200170,1610612746,1610612747,114.0,101.0
22200171,1610612758,1610612739,127.0,120.0
22200144,1610612766,1610612764,100.0,108.0
22200145,1610612753,1610612745,127.0,134.0
22200146,1610612765,1610612760,112.0,103.0
22200147,1610612754,1610612740,129.0,122.0
22200148,1610612755,1610612756,100.0,88.0
22200149,1610612737,1610612749,117.0,98.0
22200150,1610612748,1610612757,107.0,110.0
22200151,1610612741,1610612761,111.0,97.0
22200152,1610612763,1610612738,106.0,109.0
22200153,1610612750,1610612752,107.0,120.0
22200154,1610612759,1610612743,109.0,115.0
22200155,1610612742,1610612751,96.0,94.0
22200156,1610612744,1610612758,116.0,113.0
22200157,1610612762,1610612747,139.0,116.0
22200158,1610612746,1610612739,119.0,117.0
22200140,1610612747,1610612739,100.0,114.0
22200141,1610612761,1610612741,113.0,104.0
22200142,1610612763,1610612764,103.0,97.0
22200143,1610612746,1610612762,102.0,110.0
22200132,1610612753,1610612758,123.0,126.0
22200133,1610612766,1610612751,94.0,98.0
22200134,1610612737,1610612740,124.0,121.0
22200135,1610612752,1610612738,118.0,133.0
22200136,1610612749,1610612760,108.0,94.0
22200137,1610612750,1610612745,129.0,117.0
22200138,1610612743,1610612759,126.0,101.0
22200139,1610612756,1610612757,102.0,82.0
22200120,1610612765,1610612739,88.0,112.0
22200121,1610612754,1610612748,101.0,99.0
22200122,1610612755,1610612752,104.0,106.0
22200123,1610612764,1610612751,86.0,128.0
22200124,1610612738,1610612741,123.0,119.0
22200125,1610612763,1610612766,130.0,99.0
22200126,1610612759,1610612746,106.0,113.0
22200127,1610612742,1610612761,111.0,110.0
22200128,1610612740,1610612744,114.0,105.0
22200129,1610612750,1610612749,102.0,115.0
22200130,1610612756,1610612757,106.0,108.0
22200131,1610612747,1610612762,116.0,130.0
22200118,1610612753,1610612744,130.0,129.0
22200119,1610612760,1610612743,110.0,122.0
22200108,1610612755,1610612764,111.0,121.0
22200107,1610612739,1610612738,114.0,113.0
22200109,1610612748,1610612758,110.0,107.0
22200110,1610612752,1610612737,99.0,112.0
22200111,1610612741,1610612766,106.0,88.0
22200112,1610612745,1610612746,101.0,109.0
22200113,1610612749,1610612765,116.0,91.0
22200114,1610612759,1610612761,100.0,143.0
22200115,1610612742,1610612762,103.0,100.0
22200116,1610612757,1610612763,106.0,111.0
22200117,1610612747,1610612740,120.0,117.0
22200103,1610612751,1610612741,99.0,108.0
22200104,1610612748,1610612744,116.0,109.0
22200105,1610612760,1610612753,116.0,108.0
22200106,1610612756,1610612750,116.0,107.0
22200096,1610612766,1610612758,108.0,115.0
22200097,1610612764,1610612755,111.0,118.0
22200098,1610612751,1610612754,116.0,109.0
22200099,1610612761,1610612737,139.0,109.0
22200100,1610612749,1610612765,110.0,108.0
22200101,1610612762,1610612763,121.0,105.0
22200102,1610612746,1610612745,95.0,93.0
22200088,1610612746,1610612740,91.0,112.0
22200089,1610612738,1610612764,112.0,94.0
22200090,1610612739,1610612752,121.0,108.0
22200091,1610612765,1610612744,128.0,114.0
22200092,1610612759,1610612750,107.0,98.0
22200093,1610612742,1610612753,114.0,105.0
22200094,1610612756,1610612745,124.0,109.0
22200095,1610612747,1610612743,121.0,110.0
22200081,1610612758,1610612748,119.0,113.0
22200082,1610612766,1610612744,120.0,113.0
22200083,1610612751,1610612754,116.0,125.0
22200084,1610612741,1610612755,109.0,114.0
22200085,1610612749,1610612737,123.0,115.0
22200086,1610612742,1610612760,111.0,117.0
22200087,1610612762,1610612763,124.0,123.0
22200070,1610612765,1610612737,112.0,136.0
22200071,1610612753,1610612766,113.0,93.0
22200072,1610612738,1610612739,123.0,132.0
22200073,1610612761,1610612755,90.0,112.0
22200074,1610612764,1610612754,117.0,127.0
22200075,1610612749,1610612752,119.0,108.0
22200076,1610612750,1610612747,111.0,102.0
22200077,1610612759,1610612741,129.0,124.0
22200078,1610612743,1610612762,117.0,101.0
22200079,1610612756,1610612740,124.0,111.0
22200080,1610612757,1610612745,125.0,111.0
22200066,1610612751,1610612742,125.0,129.0
22200067,1610612760,1610612746,118.0,110.0
22200068,1610612744,1610612748,123.0,110.0
22200069,1610612758,1610612763,110.0,125.0
22200056,1610612739,1610612753,103.0,92.0
22200057,1610612765,1610612737,113.0,118.0
22200058,1610612752,1610612766,134.0,131.0
22200059,1610612761,1610612755,119.0,109.0
22200060,1610612749,1610612751,110.0,99.0
22200061,1610612741,1610612754,124.0,109.0
22200062,1610612750,1610612759,134.0,122.0
22200063,1610612762,1610612745,109.0,101.0
22200064,1610612743,1610612747,110.0,99.0
22200065,1610612757,1610612748,98.0,119.0
22200052,1610612764,1610612765,120.0,99.0
22200053,1610612740,1610612742,113.0,111.0
22200054,1610612760,1610612746,108.0,94.0
22200055,1610612756,1610612744,134.0,105.0
22200044,1610612755,1610612754,120.0,106.0
22200045,1610612748,1610612761,90.0,98.0
22200046,1610612752,1610612753,115.0,102.0
22200047,1610612741,1610612738,120.0,102.0
22200048,1610612745,1610612762,114.0,108.0
22200049,1610612763,1610612751,134.0,124.0
22200050,1610612750,1610612759,106.0,115.0
22200051,1610612757,1610612743,135.0,110.0
22200037,1610612747,1610612757,104.0,106.0
22200038,1610612737,1610612766,109.0,126.0
22200039,1610612739,1610612764,117.0,107.0
22200040,1610612740,1610612762,121.0,122.0
22200041,1610612760,1610612750,106.0,116.0
22200042,1610612744,1610612758,130.0,125.0
22200043,1610612746,1610612756,95.0,112.0
22200028,1610612755,1610612759,105.0,114.0
22200029,1610612754,1610612765,124.0,115.0
22200030,1610612753,1610612738,120.0,126.0
22200031,1610612748,1610612761,112.0,109.0
22200032,1610612741,1610612739,96.0,128.0
22200033,1610612749,1610612745,125.0,105.0
22200034,1610612742,1610612763,137.0,96.0
22200035,1610612743,1610612760,122.0,117.0
22200036,1610612758,1610612746,109.0,111.0
22200017,1610612766,1610612740,112.0,124.0
22200018,1610612754,1610612759,134.0,137.0
22200019,1610612764,1610612741,102.0,100.0
22200020,1610612737,1610612753,108.0,98.0
22200021,1610612751,1610612761,109.0,105.0
22200022,1610612748,1610612738,104.0,111.0
22200023,1610612752,1610612765,130.0,106.0
22200024,1610612745,1610612763,122.0,129.0
22200025,1610612750,1610612762,126.0,132.0
22200026,1610612744,1610612743,123.0,128.0
22200027,1610612757,1610612756,113.0,111.0
22200015,1610612755,1610612749,88.0,90.0
22200016,1610612747,1610612746,97.0,103.0
22200003,1610612765,1610612753,113.0,109.0
22200004,1610612754,1610612764,107.0,114.0
22200005,1610612737,1610612745,117.0,107.0
22200006,1610612751,1610612740,108.0,130.0
22200007,1610612748,1610612741,108.0,116.0
22200008,1610612761,1610612739,108.0,105.0
22200009,1610612763,1610612752,115.0,112.0
22200010,1610612750,1610612760,115.0,108.0
22200011,1610612759,1610612766,102.0,129.0
22200012,1610612762,1610612743,123.0,102.0
22200013,1610612756,1610612742,107.0,105.0
22200014,1610612758,1610612757,108.0,115.0
22200001,1610612738,1610612755,126.0,117.0
22200002,1610612744,1610612747,123.0,109.0
12200062,1610612754,1610612745,114.0,122.0
12200063,1610612753,1610612739,114.0,108.0
12200064,1610612761,1610612738,137.0,134.0
12200065,1610612752,1610612764,105.0,89.0
12200066,1610612750,1610612751,102.0,112.0
12200067,1610612740,1610612737,120.0,111.0
12200068,1610612762,1610612742,101.0,115.0
12200069,1610612744,1610612743,112.0,119.0
12200070,1610612758,1610612747,133.0,86.0
12200060,1610612765,1610612763,111.0,126.0
12200061,1610612759,1610612760,112.0,118.0
12200052,1610612739,1610612737,105.0,99.0
12200053,1610612754,1610612752,109.0,100.0
12200054,1610612755,1610612766,99.0,94.0
12200055,1610612748,1610612740,120.0,103.0
12200056,1610612749,1610612751,97.0,107.0
12200057,1610612747,1610612750,113.0,118.0
12200058,1610612756,1610612758,104.0,105.0
12200059,1610612746,1610612743,115.0,126.0
12200047,1610612765,1610612760,99.0,115.0
12200048,1610612753,1610612763,109.0,105.0
12200049,1610612741,1610612749,127.0,104.0
12200050,1610612762,1610612759,104.0,111.0
12200051,1610612744,1610612757,131.0,98.0
12200043,1610612766,1610612764,107.0,116.0
12200044,1610612739,1610612755,97.0,113.0
12200045,1610612748,1610612745,118.0,110.0
12200046,1610612743,1610612756,107.0,105.0
12200037,1610612761,1610612741,98.0,115.0
12200039,1610612759,1610612740,97.0,111.0
12200040,1610612744,1610612747,121.0,124.0
12200041,1610612758,1610612757,126.0,94.0
12200042,1610612746,1610612750,117.0,119.0
12200036,1610612749,1610612737,109.0,118.0
12200029,1610612766,1610612738,103.0,112.0
12200030,1610612752,1610612754,131.0,114.0
12200031,1610612741,1610612743,131.0,113.0
12200032,1610612745,1610612761,116.0,100.0
12200033,1610612763,1610612748,108.0,111.0
12200034,1610612740,1610612765,107.0,101.0
12200035,1610612742,1610612753,105.0,110.0
12200023,1610612737,1610612749,123.0,113.0
12200024,1610612751,1610612748,80.0,109.0
12200026,1610612759,1610612753,99.0,102.0
12200028,1610612747,1610612750,99.0,114.0
12200018,1610612766,1610612754,97.0,122.0
12200019,1610612755,1610612739,113.0,112.0
12200020,1610612738,1610612761,119.0,125.0
12200021,1610612760,1610612742,96.0,98.0
12200022,1610612747,1610612756,115.0,119.0
12200014,1610612752,1610612765,117.0,96.0
12200015,1610612748,1610612750,111.0,121.0
12200016,1610612741,1610612740,125.0,129.0
12200017,1610612757,1610612762,101.0,118.0
12200009,1610612751,1610612755,108.0,127.0
12200010,1610612763,1610612753,109.0,97.0
12200011,1610612743,1610612760,101.0,112.0
12200012,1610612747,1610612758,75.0,105.0
12200013,1610612746,1610612757,102.0,97.0
12200004,1610612744,1610612764,104.0,95.0
12200005,1610612738,1610612766,134.0,93.0
12200006,1610612761,1610612762,114.0,82.0
12200007,1610612745,1610612759,134.0,96.0
12200003,1610612749,1610612763,102.0,107.0
12200001,1610612764,1610612744,87.0,96.0
42100406,1610612738,1610612744,90.0,103.0
42100405,1610612744,1610612738,104.0,94.0
42100404,1610612738,1610612744,97.0,107.0
42100403,1610612738,1610612744,116.0,100.0
42100402,1610612744,1610612738,107.0,88.0
42100401,1610612744,1610612738,108.0,120.0
42100307,1610612748,1610612738,96.0,100.0
42100306,1610612738,1610612748,103.0,111.0
42100315,1610612744,1610612742,120.0,110.0
42100305,1610612748,1610612738,80.0,93.0
42100314,1610612742,1610612744,119.0,109.0
42100304,1610612738,1610612748,102.0,82.0
42100313,1610612742,1610612744,100.0,109.0
42100303,1610612738,1610612748,103.0,109.0
42100312,1610612744,1610612742,126.0,117.0
42100302,1610612748,1610612738,102.0,127.0
42100311,1610612744,1610612742,112.0,87.0
42100301,1610612748,1610612738,118.0,107.0
42100217,1610612738,1610612749,109.0,81.0
42100227,1610612756,1610612742,90.0,123.0
42100216,1610612749,1610612738,95.0,108.0
42100236,1610612744,1610612763,110.0,96.0
42100206,1610612755,1610612748,90.0,99.0
42100226,1610612742,1610612756,113.0,86.0
42100215,1610612738,1610612749,107.0,110.0
42100235,1610612763,1610612744,134.0,95.0
42100205,1610612748,1610612755,120.0,85.0
42100225,1610612756,1610612742,110.0,80.0
42100214,1610612749,1610612738,108.0,116.0
42100234,1610612744,1610612763,101.0,98.0
42100224,1610612742,1610612756,111.0,101.0
42100204,1610612755,1610612748,116.0,108.0
42100213,1610612749,1610612738,103.0,101.0
42100233,1610612744,1610612763,142.0,112.0
42100203,1610612755,1610612748,99.0,79.0
42100223,1610612742,1610612756,103.0,94.0
42100202,1610612748,1610612755,119.0,103.0
42100222,1610612756,1610612742,129.0,109.0
42100212,1610612738,1610612749,109.0,86.0
42100232,1610612763,1610612744,106.0,101.0
42100201,1610612748,1610612755,106.0,92.0
42100221,1610612756,1610612742,121.0,114.0
42100211,1610612738,1610612749,89.0,101.0
42100231,1610612763,1610612744,116.0,117.0
42100156,1610612750,1610612763,106.0,114.0
42100136,1610612761,1610612755,97.0,132.0
42100146,1610612740,1610612756,109.0,115.0
42100176,1610612762,1610612742,96.0,98.0
42100125,1610612749,1610612741,116.0,100.0
42100165,1610612744,1610612743,102.0,98.0
42100105,1610612748,1610612737,97.0,94.0
42100155,1610612763,1610612750,111.0,109.0
42100145,1610612756,1610612740,112.0,97.0
42100114,1610612751,1610612738,112.0,116.0
42100135,1610612755,1610612761,88.0,103.0
42100175,1610612742,1610612762,102.0,77.0
42100124,1610612741,1610612749,95.0,119.0
42100164,1610612743,1610612744,126.0,121.0
42100104,1610612737,1610612748,86.0,110.0
42100144,1610612740,1610612756,118.0,103.0
42100134,1610612761,1610612755,110.0,102.0
42100174,1610612762,1610612742,100.0,99.0
42100113,1610612751,1610612738,103.0,109.0
42100154,1610612750,1610612763,119.0,118.0
42100103,1610612737,1610612748,111.0,110.0
42100123,1610612741,1610612749,81.0,111.0
42100143,1610612740,1610612756,111.0,114.0
42100153,1610612750,1610612763,95.0,104.0
42100173,1610612762,1610612742,118.0,126.0
42100163,1610612743,1610612744,113.0,118.0
42100112,1610612738,1610612751,114.0,107.0
42100133,1610612761,1610612755,101.0,104.0
42100122,1610612749,1610612741,110.0,114.0
42100102,1610612748,1610612737,115.0,105.0
42100152,1610612763,1610612750,124.0,96.0
42100142,1610612756,1610612740,114.0,125.0
42100132,1610612755,1610612761,112.0,97.0
42100172,1610612742,1610612762,110.0,104.0
42100162,1610612744,1610612743,126.0,106.0
42100101,1610612748,1610612737,115.0,91.0
42100111,1610612738,1610612751,115.0,114.0
42100121,1610612749,1610612741,93.0,86.0
42100141,1610612756,1610612740,110.0,99.0
42100171,1610612742,1610612762,93.0,99.0
42100151,1610612763,1610612750,117.0,130.0
42100131,1610612755,1610612761,131.0,111.0
42100161,1610612744,1610612743,123.0,107.0
52100201,1610612739,1610612737,101.0,107.0
52100211,1610612746,1610612740,101.0,105.0
52100111,1610612737,1610612766,132.0,103.0
